symbol,Business Content
TDOC,携帯電話やオンラインビデオを通じた遠隔医療サービスを提供
TDS,携帯電話、市内電話、個人向け通信サービスの分野で事業を展開
TDUP,女性用および子供用のアパレル、靴、アクセサリーのオンライン再販プラットフォーム
TDW,海上でエネルギー採掘・生産業者へのサービスを提供
TDY,米国の航空機エンジン製造会社。
TEAM,エンタープライズ向けソフトウェア開発・販売会社
TECH,バイオ製品メーカー。
TECK,カナダの総合天然資源グループ
TEL,スイスに本社を置く世界最大級の電子部品サプライヤー
TELA,医療バイオテクノロジー企業
TELL,米国の独立系石油・天然ガス探査・生産会社
TEN,米国の自動車部品メーカー
TENB,ITサービス持株会社。子会社を通じて、サイバーセキュリティーのリスクを管理および測定するためのソリューションを提供。
TEO,アルゼンチンにおいて固定回線線通信サービスを提供。
TER,半導体テスト製品メーカー
TESS,ワイヤレス通信機器会社。無線通信業を対象に製品と付加価値サービスを提供。
TEX,エネルギーおよび公益などの業界向けに機器を提供する多角的製造会社
TFC,銀行持株会社
TFFP,米国の初期段階のバイオ医薬品会社
TFSL,一般個人から預金を誘致し、各種ローンを提供する持株会社。米国オハイオ州およびフロリダ州全域で事業を展開。
TFX,グローバルな医療技術製品の提供会社。
TG,エンボスフィルムやラミネート材の製造会社
TGA,石油の探査・生産に従事している会社
TGH,米国の持株会社
TGI,米国の航空宇宙用部品とシステムの国際的サプライヤー
TGLS,コロンビアに本社を置くケイマン籍のガラス製造持株会社。
TGNA,国際ニュース・情報会社。テレビ局の運営の他、ウェブサイトにより情報を提供
TGP,石油海上輸送サービスなどを提供するマーシャル諸島籍の持株会社。
TGT,米国の総合ディスカウントストア
TGTX,臨床期向けバイオ医薬品会社
TH,レンタルとホスピタリティサービスの専門会社
THC,ヘルスケア施設の所有・運営に従事
THCA,米国のブランクチェック・カンパニー(白地小切手会社)
THFF,米国の金融持株会社
THG,持株会社。子会社を通じて、損害保険を提供する持株会社。
THMO,米国の医療関連会社
THO,1980年設立のレジャー用自動車メーカー。さまざまなレジャー用自動車の製造・販売に従事。モーターホーム、キャンピングカー、フ ィフスホイール、旅行用トレーラーを手掛ける。
THR,プロセス産業用に設計サーマルソリューションをエネルギー、化学処理、発電などの市場顧客に提供している持株会社
THRM,自動車部品メーカー
THRX,治療抵抗性のがんの変異に対応するがん治療薬を開発。
THS,食品加工会社
TIG,保険持株会社
TIGO,通信サービスプロバイダー
TIL,バミューダの再保険会社。事業は、ロイヤルティへの付随する投資と資源部門での持ち株など、ハイブリッド投資戦略によって支えられている。
TILE,米国のカーペット製造会社
TIMB,ブラジルを拠点とする電気通信会社。
TIPT,米国の金融持株会社
TISI,高温・高圧配管系と導管を維持する産業サービスを提供する米国企業
TITN,米国の農業・建設機器小売業者
TIXT,情報技術サービスを提供している企業
TJX,衣料・ホームファッションのディス カウントストアー
TKAT,芸術品オンライン取引会社
TKC,トルコで GSMネットワークを通して携帯電話、音声・データ通信サービスを手掛ける
TKNO,薬物療法、新規ワクチン、分子診断などのバイオ医薬品の発見・研究・開発・製造を可能にする試薬のプロバイダー。
TKR,特殊合金製品メーカー
TLIS,ポイント・オブ・ケア現場において、正確かつ低コストで迅速に感染症の分子検査を可能とするソリューションの開発・製品化に従事。
TLK,インドネシアの大手通信事業者。
TLMD,遠隔医療技術とソリューションを提供。
TLRY,カナダの医薬品企業。主に医療用大麻の製造・販売に従事する。同社は大麻に含まれる化学物質カンナビノイドをベースとする医薬品を販売する。
TLS,サイバーセキュリティ等の技術を提供する米国の企業
TLYS,十代の若者や若い大人のためのカジュアル衣料品、靴、アクセサリーを扱う小売チェーンを運営する米国企業
TMCI,整形外科医療機器会社
TMDX,米国の医療機器開発企業
TMHC,米国の住宅事業持株会社
TMO,測定機器メーカー
TMP,金融サービス会社
TMST,鉄鋼メーカー
TMUS,ワイヤレス通信プロバイダー
TMX,シロアリや害虫駆除サービスを提供
TNC,ソリューションを提供する米国企業
TNDM,インスリン依存型糖尿病患者向け製品の設計、開発、商品化を手掛けている米国の医療機器メーカー。
TNET,人事・コンサルティングサービス会社。
TNK,原油タンカーを保有
TNL,米国の旅行関連会社
TNP,ギリシャに本社を置くバミューダ籍の海運会社。
TNXP,中枢神経系の障害に対して革新的な処方薬を開発している医薬品企業
TNYA,心臓疾患の根本原因を標的とした治療法の発見、開発、提供を行うバイオテクノロジー企業。
TOL,高級住宅建設会社
TOPS,液体、石油、乾物バルクの輸送に従事
TOST,レストランのオペレーションを改善するための販売・管理ソフトウェアシステムを設計・開発。
TOWN,バージニア州のグレーター・ハンプトン・ローズ地域に賃貸・商業銀行サービスを提供している銀行
TPB,ブランド消費財メーカー
TPC,子会社とともに、米国および一部海外で民間顧客と公的機関向けにサービスを提供する建設会社。
TPH,米国の住宅建設会社
TPIC,風力タービンブレードメーカー。
TPR,高級皮革製品販売
TPST,新しい不妊治療の発見、開発、商業化に従事するライフサイエンス企業
TPTX,米国のバイオ医薬品企業
TPX,テンピュールブランドの寝具メーカー
TR,米国の菓子製造販売業者
TRC,米国の不動産開発会社
TREC,米国の石油化学製品メーカー
TREE,各種住宅不動産ローンのオリジネート、事務処理、承認、融資、決済サービスを手掛ける不動産・融資会社。
TREX,非木製デッキ製品メーカー。デッキ、手すり、屋外照明、補助機器を提供。
